;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition
104;[57, 105];0.9887106155839619;0.010656995656582655;0.006871558346184969;0.9099617502405772;0.08386502482452259;0.06024944670041271;18.0;0.13333333333333333;0.9655919586086543;0.03251528146822584;0.03099701068586788;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333;0.9378490592862438;0.05965319954884881;0.0661427965777324;0.9546444483376649;0.04329880445251307;0.049057639432896344;16.0;0.08888888888888889
105;[58, 106];0.9904498225101643;0.008894251466710353;0.004892078534953867;0.9306282244165778;0.06882298225072173;0.054727771688616186;18.0;0.13333333333333333;0.9640713792601302;0.03388281441994202;0.03336237823283177;0.9151375424972876;0.0781069856660928;0.06777671124752374;17.0;0.13333333333333333;0.9481496576370158;0.05013799016307301;0.06050503682136257;0.9546444483376649;0.04329880445251307;0.049057639432896344;16.0;0.08888888888888889
106;[59, 107];0.9887106155839619;0.010656995656582655;0.006092161787919015;0.9099617502405772;0.08386502482452259;0.08776631633182103;18.0;0.13333333333333333;0.9603005650288956;0.03764399479693108;0.03412327970224656;0.8023964535051947;0.1763951939236088;0.2215014653166888;16.0;0.13333333333333333;0.9543531853677626;0.04529453924245961;0.05509205028184814;0.8441150748420817;0.1587359356990499;0.1908710771218552;16.0;0.08888888888888889
107;[60, 108];0.9854508293092354;0.013844557527929666;0.009442267152929631;0.9306282244165778;0.06882298225072173;0.050240473580835505;18.0;0.15555555555555556;0.9603005650288956;0.03764399479693108;0.03412327970224656;0.9546444483376652;0.043298804452513315;0.04112991160918996;16.0;0.13333333333333333;0.9636326324663971;0.03515481252363265;0.03893868675619747;0.8441150748420817;0.1587359356990499;0.1908710771218552;16.0;0.08888888888888889
108;[61, 109];0.9854508293092354;0.013844557527929666;0.008604906214140945;0.9607329284860076;0.03998276446058072;0.03287066936024999;18.0;0.15555555555555556;0.9640713792601302;0.03388281441994202;0.03336237823283177;0.8023964535051947;0.1763951939236088;0.2215014653166888;16.0;0.13333333333333333;0.9581239995989972;0.04158862335638067;0.050536126919460515;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.08888888888888889
109;[62, 110];0.981680015078001;0.017771975960086075;0.010210510887964515;0.9099617502405772;0.08386502482452259;0.07670977217199336;18.0;0.15555555555555556;0.9718057824233031;0.02593750156237027;0.022024922416220952;0.8856014073204163;0.09657933898699346;0.06839538065093334;17.0;0.13333333333333333;0.9598632065251999;0.03993764053063604;0.05186244890851576;0.8423415361816292;0.12790015855803027;0.11813419211235343;18.0;0.11111111111111112
110;[63, 111];0.9750377405535212;0.02423796083592117;0.014102306779134065;0.9245387872348441;0.0722413274531352;0.07074712601160552;17.0;0.15555555555555556;0.9700665754971006;0.027635909968393185;0.022441596660310443;0.9101663100395065;0.07964323437575184;0.08344127926964712;16.0;0.13333333333333333;0.9650544907976746;0.035676619118666326;0.04646133848922465;0.9123763275816898;0.07563039202841369;0.05875901700856841;18.0;0.11111111111111112
111;[64, 112];0.9788085547847558;0.020362945961636257;0.015130467984410466;0.8509141738158379;0.150954974494615;0.23395301433902865;17.0;0.15555555555555556;0.9655919586086543;0.03251528146822584;0.03099701068586788;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.13333333333333333;0.9725947309701068;0.02702620853017901;0.03282432986951476;0.6276904397899788;0.2560342950093759;0.39174682452694515;18.0;0.11111111111111112
112;[65, 113];0.9718780635860784;0.02647552542793002;0.017517707060072257;0.8019093486817523;0.17888781461463432;0.25288384651619733;17.0;0.15555555555555556;0.9546833986895041;0.041845834421443816;0.03576423293054434;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.13333333333333333;0.9743339378963094;0.025322033741244396;0.031167024878850896;0.5802792108518124;0.2879973669645641;0.5;18.0;0.11111111111111112
113;[66, 114];0.9770693478585531;0.022084187345211632;0.013971127460010769;0.8019093486817523;0.17888781461463432;0.25288384651619733;17.0;0.15555555555555556;0.9680349681920685;0.0297619267092105;0.02257277597943374;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.1111111111111111;0.9772053981895544;0.02275803526023725;0.02769233849503272;0.5802792108518124;0.2879973669645641;0.5;18.0;0.08888888888888889
114;[67, 115];0.9788085547847558;0.020362945961636257;0.0168784048005884;0.8856014073204163;0.09657933898699346;0.06839538065093334;17.0;0.15555555555555556;0.9727179165742913;0.02606635560133765;0.018899073406502123;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.1111111111111111;0.9849398013527273;0.01460996307650192;0.01783175354482818;0.5802792108518124;0.2879973669645641;0.5;18.0;0.08888888888888889
115;[68, 116];0.9854508293092354;0.013844557527929666;0.009442267152929631;0.9346062324545016;0.05923630142030885;0.023273319084214327;17.0;0.15555555555555556;0.9698464562810462;0.02860816243885377;0.021116375198799896;0.8232557641736383;0.16217120199733023;0.10970702749016037;16.0;0.13333333333333333;0.9875059965403262;0.012405372984442631;0.013161972125828618;0.6587405158255597;0.2552932157670635;0.4252404735808356;18.0;0.08888888888888889
116;[69, 117];0.9808401620897877;0.018192427974744223;0.010833222212721393;0.9540749224117155;0.03951020301936169;0.022514822655441375;17.0;0.15555555555555556;0.9698464562810462;0.02860816243885377;0.021116375198799896;0.8232557641736383;0.16217120199733023;0.10970702749016037;16.0;0.13333333333333333;0.9875059965403262;0.012405372984442631;0.014087212789002077;0.8605934330165173;0.1124650061482193;0.10990591101314118;18.0;0.08888888888888889
117;[70, 118];0.9808401620897877;0.018192427974744466;0.01149175286120487;0.9346062324545018;0.05923630142030886;0.04946454847376468;17.0;0.17777777777777778;0.9750377405535212;0.024237960835921644;0.016089892309949554;0.8232557641736383;0.16217120199733023;0.10970702749016037;16.0;0.13333333333333333;0.9941482710648061;0.005773492445899314;0.005759565049182192;0.8605934330165173;0.1124650061482193;0.10990591101314118;18.0;0.08888888888888889
118;[71, 119];0.9808401620897877;0.018192427974744466;0.014532902307249688;0.9346062324545018;0.05923630142030886;0.04946454847376468;17.0;0.17777777777777778;0.9788085547847558;0.020362945961636732;0.016505108132696962;0.8232557641736383;0.16217120199733023;0.10970702749016037;16.0;0.13333333333333333;0.9941482710648061;0.005773492445899314;0.005759565049182192;0.7609074352683902;0.16187431482499937;0.09466991411008936;18.0;0.08888888888888889
119;[72, 120];0.9788085547847556;0.020362945961636247;0.014481927295346784;0.9151375424972876;0.0781069856660928;0.07215943147654366;17.0;0.17777777777777778;0.9750377405535212;0.024237960835921644;0.016089892309949554;0.7787859454862934;0.1860462774421467;0.14417256670006054;17.0;0.13333333333333333;0.9974080573395325;0.0025306220531242205;0.002409459684171575;0.8605934330165173;0.11246500614821887;0.03460756249299294;18.0;0.06666666666666667
120;[73, 121];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.17777777777777778;0.979124515089644;0.020675041887168497;0.014350107778230599;0.7593172555290794;0.1980767680018762;0.20814652542443546;17.0;0.13333333333333333;0.9974080573395324;0.00253062205312422;0.001684015055818651;0.9282136470754652;0.06591012330472461;0.02318811221925253;18.0;0.044444444444444446
121;[74, 122];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8856014073204163;0.09657933898699346;0.09126464712431778;17.0;0.17777777777777778;0.9828953293208786;0.016769343668210125;0.013094290724089314;0.6769924126604479;0.24804441011317943;0.32322330470336313;18.0;0.13333333333333333;0.9941482710648061;0.005773492445899314;0.0021026955252129945;0.9282136470754652;0.06591012330472461;0.02318811221925253;18.0;0.044444444444444446
122;[75, 123];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.17777777777777778;0.9828953293208786;0.016769343668210125;0.013094290724089314;0.8941244307468018;0.09303329449446315;0.07168708298756173;18.0;0.13333333333333333;0.9974080573395324;0.00253062205312422;0.0010026625646734053;0.9306282244165778;0.06882298225072127;0.03573729810778067;18.0;0.044444444444444446
123;[76, 124];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.17777777777777778;0.9828953293208786;0.016769343668210125;0.013094290724089314;0.763880231207882;0.1990669099750142;0.27608901906526;18.0;0.13333333333333333;0.9989286366880563;0.0010644469417272688;0.000362722314176462;0.9099617502405772;0.08386502482452303;0.026093628745043358;18.0;0.044444444444444446
124;[77, 125];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.6893473553483181;0.252494764279711;0.3785017940672937;17.0;0.17777777777777778;0.9828953293208786;0.016769343668210125;0.013094290724089314;0.7372018207993071;0.2370628776150663;0.4438137821521027;18.0;0.13333333333333333;0.99566885041333;0.004317087184806331;0.0014213430340677487;0.9151375424972878;0.07810698566609237;0.03205015225670738;17.0;0.022222222222222223
125;[78, 126];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8856014073204163;0.09657933898699346;0.09126464712431778;17.0;0.17777777777777778;0.9770693478585531;0.02208418734521211;0.019565451680114723;0.8156631257730546;0.17358160031193096;0.27144660940672627;18.0;0.15555555555555556;0.9903774568335717;0.00976725328441819;0.004148307847628289;0.8661327173632023;0.11348422351612474;0.07074712601160554;17.0;0.022222222222222223
126;[79, 127];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.15555555555555556;0.9816800150780008;0.017771975960086554;0.014208956374651423;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.13333333333333333;0.9903774568335717;0.00976725328441819;0.007182044886925159;0.90507009727763;0.07881904030269894;0.041445654832610035;17.0;0.022222222222222223
127;[80, 128];0.9842462102656;0.015583181110651498;0.01765603396437372;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.15555555555555556;0.981680015078001;0.017771975960086558;0.016738334371116412;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.13333333333333333;0.99566885041333;0.004317087184806331;0.003607536711831872;0.7824406587245383;0.19173420663777446;0.3845299461620748;17.0;0.022222222222222223
128;[81, 129];0.9875059965403264;0.012405372984442392;0.010265128793069902;0.8019093486817523;0.17888781461463432;0.2481388754980421;17.0;0.15555555555555556;0.9702749069908772;0.028843071041206286;0.025981965944639553;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.13333333333333333;0.9910581831938823;0.00875571073410854;0.009855542109456291;0.7824406587245383;0.19173420663777446;0.3845299461620748;17.0;0.022222222222222223
129;[82, 130];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.15555555555555556;0.975466191263352;0.024472071015468666;0.021558711642589413;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.1111111111111111;0.9895376038453584;0.010198490045190712;0.011026371628415268;0.885601407320416;0.09657933898699345;0.09698374296611145;17.0;0.022222222222222223
130;[83, 131];0.9816800150780008;0.017771975960086072;0.015385392403183915;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.15555555555555556;0.9857667896141238;0.014156591822020581;0.012680922299903606;0.8156631257730546;0.17358160031193096;0.2509199141100893;18.0;0.1111111111111111;0.9912768107715608;0.008433436843506814;0.006480380995751574;0.9245387872348441;0.07224132745313476;0.011479671980398148;17.0;0.022222222222222223
131;[84, 132];0.9849398013527273;0.01460996307650192;0.011255890479907344;0.8340423126232716;0.16301782493737932;0.18051752650975142;16.0;0.15555555555555556;0.9857667896141238;0.014156591822020581;0.012680922299903606;0.8433532525013715;0.1600207811327745;0.15192901444287196;18.0;0.1111111111111111;0.9875059965403264;0.012405372984442633;0.010255071186064611;0.8635571681993488;0.1432438427554448;0.07850179406729366;17.0;0.022222222222222223
132;[85, 133];0.97800931015405;0.020803392471482128;0.01603928361088973;0.8340423126232716;0.16301782493737932;0.18051752650975142;16.0;0.15555555555555556;0.9857667896141238;0.014156591822020581;0.012680922299903606;0.8433532525013715;0.1600207811327745;0.15192901444287196;18.0;0.08888888888888889;0.9895376038453584;0.010198490045190712;0.011026371628415268;0.90507009727763;0.07881904030269894;0.041445654832610035;17.0;0.022222222222222223
133;[86, 134];0.9869714086577593;0.012413483334262194;0.009993157029858486;0.9337851376692218;0.06368767510851153;0.07323632180798839;16.0;0.13333333333333333;0.9828953293208786;0.016769343668210125;0.01691637472002149;0.8433532525013715;0.1600207811327745;0.15192901444287196;18.0;0.08888888888888889;0.9854508293092357;0.013844557527929669;0.012975593424792297;0.885601407320416;0.09657933898699345;0.09698374296611145;17.0;0.022222222222222223
134;[87, 135];0.9895376038453584;0.010198490045190712;0.009734420594583305;0.9681905137485697;0.0323963030603238;0.016951229234097902;16.0;0.13333333333333333;0.981680015078001;0.017771975960086558;0.015694259565794705;0.8433532525013715;0.1600207811327745;0.15192901444287196;18.0;0.08888888888888889;0.981680015078001;0.01777197596008632;0.02125190912182526;0.7127263906780549;0.24210017988500765;0.4408266339467007;16.0;0.022222222222222223
135;[88, 136];0.991276810771561;0.008433436843506815;0.005101400101081574;0.8785204509214299;0.13468333864757576;0.19339080429400393;16.0;0.13333333333333333;0.9875059965403264;0.012405372984442633;0.011750431984213185;0.8433532525013715;0.1600207811327745;0.15192901444287196;18.0;0.08888888888888889;0.9869714086577595;0.012413483334262437;0.014248018296049554;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.022222222222222223
136;[89, 137];0.9895376038453584;0.010198490045190469;0.008810029794956584;0.9566504715755689;0.04270672693661933;0.06197029283911247;17.0;0.13333333333333333;0.991276810771561;0.008433436843507057;0.007976866841479965;0.9607329284860074;0.03998276446058072;0.025304255732938236;18.0;0.08888888888888889;0.981680015078001;0.01777197596008632;0.02125190912182526;0.8314454838586239;0.16576716623440765;0.19574180681374548;17.0;0.022222222222222223
137;[90, 138];0.9875059965403264;0.012405372984442392;0.010265128793069902;0.956650471575569;0.042706726936619574;0.06936950547457175;17.0;0.13333333333333333;0.9927973901200849;0.00698536308091575;0.005242196357130273;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.08888888888888889;0.981680015078001;0.017771975960086075;0.020519883870263;0.8314454838586239;0.16576716623440765;0.2169309564934643;17.0;0.022222222222222223
138;[91, 139];0.9927973901200849;0.00698536308091575;0.0056049186713067346;0.8729584129369051;0.13850724725576719;0.24716475067440363;17.0;0.1111111111111111;0.9941482710648063;0.005773492445899072;0.005759565049182191;0.8941244307468018;0.09303329449446358;0.07234895045946221;18.0;0.08888888888888889;0.9780093101540498;0.020803392471482125;0.02652176113678922;0.8314454838586239;0.16576716623440765;0.2169309564934643;17.0;0.022222222222222223
139;[92, 140];0.9927973901200849;0.00698536308091575;0.0056049186713067346;0.9245387872348442;0.07224132745313476;0.07477898816594336;17.0;0.08888888888888889;0.9895376038453584;0.010198490045190712;0.00949930285759085;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.08888888888888889;0.97800931015405;0.02080339247148165;0.02652176113678922;0.8314454838586239;0.16576716623440765;0.2169309564934643;17.0;0.022222222222222223
140;[93, 141];0.9927973901200849;0.0069853630809155074;0.004695801215259572;0.9151375424972876;0.0781069856660928;0.053280782233237026;17.0;0.06666666666666667;0.9895376038453584;0.010198490045190712;0.008767277606028592;0.7308602844265996;0.23794825093341063;0.33811978464829934;17.0;0.08888888888888889;0.981680015078001;0.01777197596008632;0.02125190912182526;0.8856014073204163;0.13030509801016818;0.14246125995305925;17.0;0.022222222222222223
141;[94, 142];0.9927973901200849;0.00698536308091575;0.0027183276293333207;0.9337851376692214;0.06368767510851152;0.050578104612015534;16.0;0.044444444444444446;0.9908884847900797;0.00899504202466903;0.00795233935015565;0.7308602844265996;0.23794825093341063;0.33811978464829934;17.0;0.06666666666666667;0.9764887308055259;0.022208058323393055;0.02385172718962506;0.9440074771920578;0.05302369343549292;0.0676479083840953;17.0;0.022222222222222223
142;[95, 143];0.9927973901200849;0.00698536308091575;0.0027183276293333207;0.9337851376692216;0.06368767510851152;0.06610945712732272;16.0;0.044444444444444446;0.9908884847900797;0.00899504202466903;0.00795233935015565;0.8145523430652634;0.17231900802393277;0.1593089343280182;17.0;0.06666666666666667;0.9702749069908772;0.028843071041205808;0.03675768854177022;0.9346062324545016;0.05923630142030885;0.0633825983040506;17.0;0.022222222222222223
143;[96, 144];0.9927973901200849;0.00698536308091575;0.004823515887735929;0.9337851376692216;0.06368767510851152;0.06610945712732272;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899072;0.005759565049182191;0.8340423126232713;0.16301782493737926;0.15653271213497486;16.0;0.06666666666666667;0.9720141139170796;0.02714644110011342;0.03153772541278858;0.9540749224117155;0.03951020301936169;0.022514822655441375;17.0;0.022222222222222223
144;[97, 145];0.9869714086577593;0.012413483334262194;0.008432357688021728;0.9337851376692216;0.06368767510851152;0.06610945712732272;16.0;0.044444444444444446;0.9941482710648063;0.005773492445899072;0.005759565049182191;0.8340423126232713;0.16301782493737926;0.15653271213497486;16.0;0.044444444444444446;0.9772053981895544;0.022758035260237012;0.024784609822940194;0.9789848253208955;0.020031194717033057;0.00855743120599307;18.0;0.044444444444444446
